"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.SourceConcept","Input.SourceConceptBase","Input.TargetConcept","Input.TargetConceptBase","Answer.DoNotKnow","Answer.RelatedButNotPrereq","Answer.Source2Target","Answer.Target2Source","Answer.Unrelated","Answer.comment","Approve","Reject"
"2YN7DZKPFE4EUUQZTEWLDI9NY2SF5R","2DRB49F9SSSHBIA5VZJTAH5F87HWSB","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,geometry,parallel postulate,euclid","$0.08","Thu Jan 19 08:00:20 GMT 2012","3","Department:Other","3600","604800","Thu Jan 26 08:00:20 GMT 2012","94","","2QMLF395SW6NUIOEAZPNOBYGH1JSEX","A3GFE7FYLZF4V1","Submitted","Thu Jan 19 13:21:12 GMT 2012","Thu Jan 19 13:21:17 GMT 2012","Thu Jan 26 05:21:17 PST 2012","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","http://en.wikipedia.org/wiki/Euclid","Euclid","http://en.wikipedia.org/wiki/Rare_Book_Room","Rare_Book_Room","","","","Target2Source","",""
"2YN7DZKPFE4EUUQZTEWLDI9NY2SF5R","2DRB49F9SSSHBIA5VZJTAH5F87HWSB","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,geometry,parallel postulate,euclid","$0.08","Thu Jan 19 08:00:20 GMT 2012","3","Department:Other","3600","604800","Thu Jan 26 08:00:20 GMT 2012","94","","2VYVCPWZ9RNDAZXH84YSS3DUWGABQG","AH7UYMETH5YQ5","Submitted","Thu Jan 19 09:50:08 GMT 2012","Thu Jan 19 09:50:45 GMT 2012","Thu Jan 26 01:50:45 PST 2012","","","","37","0% (0/0)","0% (0/0)","0% (0/0)","http://en.wikipedia.org/wiki/Euclid","Euclid","http://en.wikipedia.org/wiki/Rare_Book_Room","Rare_Book_Room","","","","","Unrelated",""
"2YN7DZKPFE4EUUQZTEWLDI9NY2SF5R","2DRB49F9SSSHBIA5VZJTAH5F87HWSB","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,geometry,parallel postulate,euclid","$0.08","Thu Jan 19 08:00:20 GMT 2012","3","Department:Other","3600","604800","Thu Jan 26 08:00:20 GMT 2012","94","","2YVW5XH0JPPSWJTKL1CSU75L19FLFL","A19OCN9KO1NWNL","Submitted","Thu Jan 19 19:57:16 GMT 2012","Thu Jan 19 19:57:43 GMT 2012","Thu Jan 26 11:57:43 PST 2012","","","","27","100% (27/27)","100% (24/24)","100% (24/24)","http://en.wikipedia.org/wiki/Euclid","Euclid","http://en.wikipedia.org/wiki/Rare_Book_Room","Rare_Book_Room","","","","","Unrelated",""
"2VYDHDM25L8IN48IDT5ZBOE4P2TPFN","2DRB49F9SSSHBIA5VZJTAH5F87HWSB","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,geometry,parallel postulate,euclid","$0.08","Thu Jan 19 08:00:06 GMT 2012","3","Department:Other","3600","604800","Thu Jan 26 08:00:06 GMT 2012","105","","2ABG5TYMNCWYPLI1G4JSMX12ZAINJC","A3QLWF0PL1VVBG","Submitted","Thu Jan 19 17:23:17 GMT 2012","Thu Jan 19 17:23:43 GMT 2012","Thu Jan 26 09:23:43 PST 2012","","","","26","0% (0/0)","0% (0/0)","0% (0/0)","http://en.wikipedia.org/wiki/Euclid","Euclid","http://en.wikipedia.org/wiki/Locus_%28mathematics%29","Locus_%28mathematics%29","","RelatedButNotPrereq","","","",""
"2VYDHDM25L8IN48IDT5ZBOE4P2TPFN","2DRB49F9SSSHBIA5VZJTAH5F87HWSB","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,geometry,parallel postulate,euclid","$0.08","Thu Jan 19 08:00:06 GMT 2012","3","Department:Other","3600","604800","Thu Jan 26 08:00:06 GMT 2012","105","","2VR6R70G5R98RPSP2QYWXSTOEYAQAL","A19OCN9KO1NWNL","Submitted","Thu Jan 19 17:07:50 GMT 2012","Thu Jan 19 17:09:04 GMT 2012","Thu Jan 26 09:09:04 PST 2012","","","","74","100% (27/27)","100% (24/24)","100% (24/24)","http://en.wikipedia.org/wiki/Euclid","Euclid","http://en.wikipedia.org/wiki/Locus_%28mathematics%29","Locus_%28mathematics%29","","","","","Unrelated",""
"2VYDHDM25L8IN48IDT5ZBOE4P2TPFN","2DRB49F9SSSHBIA5VZJTAH5F87HWSB","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,geometry,parallel postulate,euclid","$0.08","Thu Jan 19 08:00:06 GMT 2012","3","Department:Other","3600","604800","Thu Jan 26 08:00:06 GMT 2012","105","","2Y3DDP8PJWKURUHJTNUQ89Z1RS1H63","AH7UYMETH5YQ5","Submitted","Thu Jan 19 09:26:45 GMT 2012","Thu Jan 19 09:38:54 GMT 2012","Thu Jan 26 01:38:54 PST 2012","","","","729","0% (0/0)","0% (0/0)","0% (0/0)","http://en.wikipedia.org/wiki/Euclid","Euclid","http://en.wikipedia.org/wiki/Locus_%28mathematics%29","Locus_%28mathematics%29","","RelatedButNotPrereq","","","",""
"2Q69Z6KW4ZMADYQDYX6Q5ONNUX3F67","2DRB49F9SSSHBIA5VZJTAH5F87HWSB","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,geometry,parallel postulate,euclid","$0.08","Thu Jan 19 08:00:20 GMT 2012","3","Department:Other","3600","604800","Thu Jan 26 08:00:20 GMT 2012","95","","22LLB3L0FBJ9W5K5LVIE0E5S5EJLXK","A19OCN9KO1NWNL","Submitted","Thu Jan 19 21:23:41 GMT 2012","Thu Jan 19 21:24:04 GMT 2012","Thu Jan 26 13:24:04 PST 2012","","","","23","100% (27/27)","100% (24/24)","100% (24/24)","http://en.wikipedia.org/wiki/Saccheri_quadrilateral","Saccheri_quadrilateral","http://en.wikipedia.org/wiki/Parallel_postulate","Parallel_postulate","","","","Target2Source","",""
"2Q69Z6KW4ZMADYQDYX6Q5ONNUX3F67","2DRB49F9SSSHBIA5VZJTAH5F87HWSB","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,geometry,parallel postulate,euclid","$0.08","Thu Jan 19 08:00:20 GMT 2012","3","Department:Other","3600","604800","Thu Jan 26 08:00:20 GMT 2012","95","","2NXNQYN5F3Q0XXEF5YEC1YB5P1JD94","AH7UYMETH5YQ5","Submitted","Thu Jan 19 09:57:35 GMT 2012","Thu Jan 19 09:58:32 GMT 2012","Thu Jan 26 01:58:32 PST 2012","","","","57","0% (0/0)","0% (0/0)","0% (0/0)","http://en.wikipedia.org/wiki/Saccheri_quadrilateral","Saccheri_quadrilateral","http://en.wikipedia.org/wiki/Parallel_postulate","Parallel_postulate","","","Source2Target","","",""
"2Q69Z6KW4ZMADYQDYX6Q5ONNUX3F67","2DRB49F9SSSHBIA5VZJTAH5F87HWSB","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,geometry,parallel postulate,euclid","$0.08","Thu Jan 19 08:00:20 GMT 2012","3","Department:Other","3600","604800","Thu Jan 26 08:00:20 GMT 2012","95","","2U4J011K274JLQTC3IS8S46VD1WDBO","A3GFE7FYLZF4V1","Submitted","Thu Jan 19 13:19:14 GMT 2012","Thu Jan 19 13:19:20 GMT 2012","Thu Jan 26 05:19:20 PST 2012","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","http://en.wikipedia.org/wiki/Saccheri_quadrilateral","Saccheri_quadrilateral","http://en.wikipedia.org/wiki/Parallel_postulate","Parallel_postulate","DoNotKnow","","","","",""
"25L3FDEY5COWE2PD6FZCWFLC518T2B","2DRB49F9SSSHBIA5VZJTAH5F87HWSB","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,geometry,parallel postulate,euclid","$0.08","Thu Jan 19 08:00:06 GMT 2012","3","Department:Other","3600","604800","Thu Jan 26 08:00:06 GMT 2012","28","","2GPBAT2D5NQY1MOPXCAGATYN32Z37L","A1AYHJTD7VEVXD","Submitted","Fri Jan 20 16:56:19 GMT 2012","Fri Jan 20 16:56:32 GMT 2012","Fri Jan 27 08:56:32 PST 2012","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","http://en.wikipedia.org/wiki/Saccheri_quadrilateral","Saccheri_quadrilateral","http://en.wikipedia.org/wiki/Giordano_Vitale","Giordano_Vitale","","","","Target2Source","",""
