200A0RYNJ92NX1VMCNDJYUHYV6194J,24C92NJKM05B002GOAN2LTP9RYKFA0,Help Determine Prerequisite for a Concept,"In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,climate change,global warming",$0.02 ,Tue Jan 17 20:10:44 GMT 2012,5,Department:Other,3600,604800,Tue Jan 24 20:10:44 GMT 2012,365,,27MLRGNTBJ3M0U6RM1YNB2KIR1PU8B,A16AK06D5FHLOF,Submitted,Sat Jan 21 13:14:12 GMT 2012,Sat Jan 21 13:14:20 GMT 2012,Sat Jan 28 05:14:20 PST 2012,,,,8,100% (9/9),100% (9/9),100% (9/9),http://en.wikipedia.org/wiki/Troposphere,Troposphere,Troposphere,http://en.wikipedia.org/wiki/Lapse_rate,Lapse_rate,Lapse_rate,DoNotKnow,,,,
200A0RYNJ92NX1VMCNDJYUHYV6194J,24C92NJKM05B002GOAN2LTP9RYKFA0,Help Determine Prerequisite for a Concept,"In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,climate change,global warming",$0.02 ,Tue Jan 17 20:10:44 GMT 2012,5,Department:Other,3600,604800,Tue Jan 24 20:10:44 GMT 2012,365,,28ZQEOZFYQS1Q928VRORIS4JSSDKHD,A3GFE7FYLZF4V1,Submitted,Sat Jan 21 10:25:13 GMT 2012,Sat Jan 21 10:25:26 GMT 2012,Sat Jan 28 02:25:26 PST 2012,,,,13,100% (383/383),100% (383/383),100% (383/383),http://en.wikipedia.org/wiki/Troposphere,Troposphere,Troposphere,http://en.wikipedia.org/wiki/Lapse_rate,Lapse_rate,Lapse_rate,,Source2Target,,,
200A0RYNJ92NX1VMCNDJYUHYV6194J,24C92NJKM05B002GOAN2LTP9RYKFA0,Help Determine Prerequisite for a Concept,"In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,climate change,global warming",$0.02 ,Tue Jan 17 20:10:44 GMT 2012,5,Department:Other,3600,604800,Tue Jan 24 20:10:44 GMT 2012,365,,29YKW4ZMAZHH58U1XCFNSVRIHAPI9H,A1AYHJTD7VEVXD,Submitted,Fri Jan 20 18:13:17 GMT 2012,Fri Jan 20 18:13:38 GMT 2012,Fri Jan 27 10:13:38 PST 2012,,,,21,100% (345/345),100% (345/345),100% (345/345),http://en.wikipedia.org/wiki/Troposphere,Troposphere,Troposphere,http://en.wikipedia.org/wiki/Lapse_rate,Lapse_rate,Lapse_rate,,Source2Target,,,
200A0RYNJ92NX1VMCNDJYUHYV6194J,24C92NJKM05B002GOAN2LTP9RYKFA0,Help Determine Prerequisite for a Concept,"In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,climate change,global warming",$0.02 ,Tue Jan 17 20:10:44 GMT 2012,5,Department:Other,3600,604800,Tue Jan 24 20:10:44 GMT 2012,365,,2H51X3V0FK0C21B5LDD7UKKA1J0MFT,ADN980R82YEY0,Submitted,Sat Jan 21 13:54:32 GMT 2012,Sat Jan 21 13:54:41 GMT 2012,Sat Jan 28 05:54:41 PST 2012,,,,9,100% (314/314),100% (314/314),100% (314/314),http://en.wikipedia.org/wiki/Troposphere,Troposphere,Troposphere,http://en.wikipedia.org/wiki/Lapse_rate,Lapse_rate,Lapse_rate,,,,Unrelated,
200A0RYNJ92NX1VMCNDJYUHYV6194J,24C92NJKM05B002GOAN2LTP9RYKFA0,Help Determine Prerequisite for a Concept,"In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,climate change,global warming",$0.02 ,Tue Jan 17 20:10:44 GMT 2012,5,Department:Other,3600,604800,Tue Jan 24 20:10:44 GMT 2012,365,,2JUHECWA6X3Y2TL17OG5PXPUYFSML4,AVQ23YRFWZKHH,Submitted,Sat Jan 21 16:43:31 GMT 2012,Sat Jan 21 16:44:43 GMT 2012,Sat Jan 28 08:44:43 PST 2012,,,,72,0% (0/0),0% (0/0),0% (0/0),http://en.wikipedia.org/wiki/Troposphere,Troposphere,Troposphere,http://en.wikipedia.org/wiki/Lapse_rate,Lapse_rate,Lapse_rate,,Source2Target,,,
20EKUDD8XMB34KIL7NXUYO6T3IFODO,24C92NJKM05B002GOAN2LTP9RYKFA0,Help Determine Prerequisite for a Concept,"In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,climate change,global warming",$0.02 ,Tue Jan 17 20:10:52 GMT 2012,5,Department:Other,3600,604800,Tue Jan 24 20:10:52 GMT 2012,376,,2CXL8I9NZW6HSGFALGHWCT87P61LVD,A1AYHJTD7VEVXD,Submitted,Fri Jan 20 18:06:09 GMT 2012,Fri Jan 20 18:06:27 GMT 2012,Fri Jan 27 10:06:27 PST 2012,,,,18,100% (345/345),100% (345/345),100% (345/345),http://en.wikipedia.org/wiki/Global_warming,Global_warming,Global_warming,http://en.wikipedia.org/wiki/Deutsche_Bank,Deutsche_Bank,Deutsche_Bank,,,,Unrelated,
20EKUDD8XMB34KIL7NXUYO6T3IFODO,24C92NJKM05B002GOAN2LTP9RYKFA0,Help Determine Prerequisite for a Concept,"In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,climate change,global warming",$0.02 ,Tue Jan 17 20:10:52 GMT 2012,5,Department:Other,3600,604800,Tue Jan 24 20:10:52 GMT 2012,376,,2I64BLYHVI4429B6S6ZDSEZTRTGV1N,A19OCN9KO1NWNL,Submitted,Wed Jan 18 14:20:22 GMT 2012,Wed Jan 18 14:20:29 GMT 2012,Wed Jan 25 06:20:29 PST 2012,,,,7,100% (458/458),100% (455/455),100% (455/455),http://en.wikipedia.org/wiki/Global_warming,Global_warming,Global_warming,http://en.wikipedia.org/wiki/Deutsche_Bank,Deutsche_Bank,Deutsche_Bank,,,,Unrelated,
20EKUDD8XMB34KIL7NXUYO6T3IFODO,24C92NJKM05B002GOAN2LTP9RYKFA0,Help Determine Prerequisite for a Concept,"In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,climate change,global warming",$0.02 ,Tue Jan 17 20:10:52 GMT 2012,5,Department:Other,3600,604800,Tue Jan 24 20:10:52 GMT 2012,376,,2QMLF395SW6NUIOEAZPNOBYGH74ESG,ADN980R82YEY0,Submitted,Sat Jan 21 13:43:49 GMT 2012,Sat Jan 21 13:43:57 GMT 2012,Sat Jan 28 05:43:57 PST 2012,,,,8,100% (314/314),100% (314/314),100% (314/314),http://en.wikipedia.org/wiki/Global_warming,Global_warming,Global_warming,http://en.wikipedia.org/wiki/Deutsche_Bank,Deutsche_Bank,Deutsche_Bank,,,,Unrelated,
20EKUDD8XMB34KIL7NXUYO6T3IFODO,24C92NJKM05B002GOAN2LTP9RYKFA0,Help Determine Prerequisite for a Concept,"In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,climate change,global warming",$0.02 ,Tue Jan 17 20:10:52 GMT 2012,5,Department:Other,3600,604800,Tue Jan 24 20:10:52 GMT 2012,376,,2SMUU00OQKKAIZREF4TU7681UO5WWT,A16AK06D5FHLOF,Submitted,Sat Jan 21 14:14:37 GMT 2012,Sat Jan 21 14:14:45 GMT 2012,Sat Jan 28 06:14:45 PST 2012,,,,8,100% (9/9),100% (9/9),100% (9/9),http://en.wikipedia.org/wiki/Global_warming,Global_warming,Global_warming,http://en.wikipedia.org/wiki/Deutsche_Bank,Deutsche_Bank,Deutsche_Bank,DoNotKnow,,,,
20EKUDD8XMB34KIL7NXUYO6T3IFODO,24C92NJKM05B002GOAN2LTP9RYKFA0,Help Determine Prerequisite for a Concept,"In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,climate change,global warming",$0.02 ,Tue Jan 17 20:10:52 GMT 2012,5,Department:Other,3600,604800,Tue Jan 24 20:10:52 GMT 2012,376,,2UG2L92HECWAKECKVO3F5CP60OMIHY,A3GFE7FYLZF4V1,Submitted,Sat Jan 21 09:10:06 GMT 2012,Sat Jan 21 09:10:22 GMT 2012,Sat Jan 28 01:10:22 PST 2012,,,,16,100% (383/383),100% (383/383),100% (383/383),http://en.wikipedia.org/wiki/Global_warming,Global_warming,Global_warming,http://en.wikipedia.org/wiki/Deutsche_Bank,Deutsche_Bank,Deutsche_Bank,,Source2Target,,,
