"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.SourceConcept","Input.SourceConceptBase","Input.TargetConcept","Input.TargetConceptBase","Answer.DoNotKnow","Answer.RelatedButNotPrereq","Answer.Source2Target","Answer.Target2Source","Answer.Unrelated","Answer.comment","Approve","Reject"
"27IJG5TYMNCWCSDVMLJSXHX10PYMI3","24C92NJKM05B002GOAN2LTP9RYLFA1","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,meiosis,biology,cell division","$0.06","Thu Jan 19 01:29:52 GMT 2012","3","Department:Other","3600","604800","Thu Jan 26 01:29:52 GMT 2012","43","","21FDWIOV1S7S1KMFN6S33DZ93W5YJ0","A16AK06D5FHLOF","Approved","Fri Jan 20 03:27:45 GMT 2012","Fri Jan 20 03:27:56 GMT 2012","Thu Jan 26 19:27:56 PST 2012","Fri Jan 20 22:17:36 PST 2012","","","11","100% (2/2)","100% (2/2)","100% (2/2)","http://en.wikipedia.org/wiki/Centrosome","Centrosome","http://en.wikipedia.org/wiki/Eukaryote","Eukaryote","DoNotKnow","","","","",""
"27IJG5TYMNCWCSDVMLJSXHX10PYMI3","24C92NJKM05B002GOAN2LTP9RYLFA1","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,meiosis,biology,cell division","$0.06","Thu Jan 19 01:29:52 GMT 2012","3","Department:Other","3600","604800","Thu Jan 26 01:29:52 GMT 2012","43","","26NOX7H57DZK3WNQLS4HIM261UZA0U","A19OCN9KO1NWNL","Approved","Thu Jan 19 11:41:00 GMT 2012","Thu Jan 19 11:42:40 GMT 2012","Thu Jan 26 03:42:40 PST 2012","Fri Jan 20 22:17:37 PST 2012","","","100","100% (188/188)","100% (185/185)","100% (185/185)","http://en.wikipedia.org/wiki/Centrosome","Centrosome","http://en.wikipedia.org/wiki/Eukaryote","Eukaryote","","","","Target2Source","",""
"27IJG5TYMNCWCSDVMLJSXHX10PYMI3","24C92NJKM05B002GOAN2LTP9RYLFA1","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,meiosis,biology,cell division","$0.06","Thu Jan 19 01:29:52 GMT 2012","3","Department:Other","3600","604800","Thu Jan 26 01:29:52 GMT 2012","43","","2JR6KW4ZMAZHV807M2ROSNVSXQC8H7","AG7K841P6LCWL","Approved","Fri Jan 20 13:49:38 GMT 2012","Fri Jan 20 13:49:48 GMT 2012","Fri Jan 27 05:49:48 PST 2012","Fri Jan 20 22:17:37 PST 2012","","","10","100% (6/6)","100% (6/6)","100% (6/6)","http://en.wikipedia.org/wiki/Centrosome","Centrosome","http://en.wikipedia.org/wiki/Eukaryote","Eukaryote","","","Source2Target","","",""
"2Z5MHGYQ4J3NOSFXMY6FTYYIS74ANO","24C92NJKM05B002GOAN2LTP9RYLFA1","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,meiosis,biology,cell division","$0.06","Thu Jan 19 01:29:52 GMT 2012","3","Department:Other","3600","604800","Thu Jan 26 01:29:52 GMT 2012","24","","254PWZ9RNDWI2CAEE4E3ITGVHPGSD2","A19OCN9KO1NWNL","Approved","Thu Jan 19 12:13:58 GMT 2012","Thu Jan 19 12:14:45 GMT 2012","Thu Jan 26 04:14:45 PST 2012","Fri Jan 20 22:17:37 PST 2012","","","47","100% (188/188)","100% (185/185)","100% (185/185)","http://en.wikipedia.org/wiki/Nuclear_envelope","Nuclear_envelope","http://en.wikipedia.org/wiki/Eukaryote","Eukaryote","","","Source2Target","","",""
"2Z5MHGYQ4J3NOSFXMY6FTYYIS74ANO","24C92NJKM05B002GOAN2LTP9RYLFA1","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,meiosis,biology,cell division","$0.06","Thu Jan 19 01:29:52 GMT 2012","3","Department:Other","3600","604800","Thu Jan 26 01:29:52 GMT 2012","24","","2APULRGNTBJ303MJCRG7S62LX1BT7R","A1AYHJTD7VEVXD","Approved","Fri Jan 20 16:46:47 GMT 2012","Fri Jan 20 16:46:59 GMT 2012","Fri Jan 27 08:46:59 PST 2012","Fri Jan 20 22:17:37 PST 2012","","","12","100% (222/222)","100% (222/222)","100% (222/222)","http://en.wikipedia.org/wiki/Nuclear_envelope","Nuclear_envelope","http://en.wikipedia.org/wiki/Eukaryote","Eukaryote","","","Source2Target","","",""
"2Z5MHGYQ4J3NOSFXMY6FTYYIS74ANO","24C92NJKM05B002GOAN2LTP9RYLFA1","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,meiosis,biology,cell division","$0.06","Thu Jan 19 01:29:52 GMT 2012","3","Department:Other","3600","604800","Thu Jan 26 01:29:52 GMT 2012","24","","2KL2D5NQYN5FH795NHKYRNCXE176AL","ADN980R82YEY0","Approved","Fri Jan 20 16:45:51 GMT 2012","Fri Jan 20 16:46:18 GMT 2012","Fri Jan 27 08:46:18 PST 2012","Fri Jan 20 22:17:37 PST 2012","","","27","100% (305/305)","100% (305/305)","100% (305/305)","http://en.wikipedia.org/wiki/Nuclear_envelope","Nuclear_envelope","http://en.wikipedia.org/wiki/Eukaryote","Eukaryote","","","","Target2Source","",""
"28K4SMEZZ2MIY3WV1KG9338TV28L4M","24C92NJKM05B002GOAN2LTP9RYLFA1","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,meiosis,biology,cell division","$0.06","Thu Jan 19 01:29:47 GMT 2012","3","Department:Other","3600","604800","Thu Jan 26 01:29:47 GMT 2012","6","","20KCM6IAA2SEWB3G7CFQPKA5Y48LLV","A19OCN9KO1NWNL","Approved","Thu Jan 19 11:40:49 GMT 2012","Thu Jan 19 11:41:00 GMT 2012","Thu Jan 26 03:41:00 PST 2012","Fri Jan 20 22:17:37 PST 2012","","","11","100% (188/188)","100% (185/185)","100% (185/185)","http://en.wikipedia.org/wiki/Synaptonemal_complex","Synaptonemal_complex","http://en.wikipedia.org/wiki/Meiosis","Meiosis","","","","Target2Source","",""
"28K4SMEZZ2MIY3WV1KG9338TV28L4M","24C92NJKM05B002GOAN2LTP9RYLFA1","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,meiosis,biology,cell division","$0.06","Thu Jan 19 01:29:47 GMT 2012","3","Department:Other","3600","604800","Thu Jan 26 01:29:47 GMT 2012","6","","2M8J2D21O3W5BY95W1JI7KYF5BU8E3","ADN980R82YEY0","Approved","Fri Jan 20 16:51:38 GMT 2012","Fri Jan 20 16:51:55 GMT 2012","Fri Jan 27 08:51:55 PST 2012","Fri Jan 20 22:17:38 PST 2012","","","17","100% (305/305)","100% (305/305)","100% (305/305)","http://en.wikipedia.org/wiki/Synaptonemal_complex","Synaptonemal_complex","http://en.wikipedia.org/wiki/Meiosis","Meiosis","","","Source2Target","","",""
"28K4SMEZZ2MIY3WV1KG9338TV28L4M","24C92NJKM05B002GOAN2LTP9RYLFA1","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,meiosis,biology,cell division","$0.06","Thu Jan 19 01:29:47 GMT 2012","3","Department:Other","3600","604800","Thu Jan 26 01:29:47 GMT 2012","6","","2TOKUDD8XMB34KIL7NXUYO6UK4XODT","A1AYHJTD7VEVXD","Approved","Fri Jan 20 16:50:02 GMT 2012","Fri Jan 20 16:50:21 GMT 2012","Fri Jan 27 08:50:21 PST 2012","Fri Jan 20 22:17:38 PST 2012","","","19","100% (222/222)","100% (222/222)","100% (222/222)","http://en.wikipedia.org/wiki/Synaptonemal_complex","Synaptonemal_complex","http://en.wikipedia.org/wiki/Meiosis","Meiosis","","","","Target2Source","",""
"2VG5COW0LGRZHPLDMX360NUZVJ27YK","24C92NJKM05B002GOAN2LTP9RYLFA1","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,meiosis,biology,cell division","$0.06","Thu Jan 19 01:29:52 GMT 2012","3","Department:Other","3600","604800","Thu Jan 26 01:29:52 GMT 2012","43","","2EB79KQW618NIN3JMO44AXCF99TMKV","A19OCN9KO1NWNL","Approved","Thu Jan 19 11:23:27 GMT 2012","Thu Jan 19 11:25:27 GMT 2012","Thu Jan 26 03:25:27 PST 2012","Fri Jan 20 22:17:38 PST 2012","","","120","100% (188/188)","100% (185/185)","100% (185/185)","http://en.wikipedia.org/wiki/Meiosis","Meiosis","http://en.wikipedia.org/wiki/Nuclear_envelope","Nuclear_envelope","","RelatedButNotPrereq","","","",""
